t_s,scenario,N_rpm,MAP_Pa,MAP_commanded_Pa,altitude_m,fuel_flow_kg_s_per_cyl_1,fuel_flow_kg_s_per_cyl_2,fuel_flow_kg_s_per_cyl_3,fuel_flow_kg_s_per_cyl_4,EGT_K_1,EGT_K_2,EGT_K_3,EGT_K_4,CHT_K_1,CHT_K_2,CHT_K_3,CHT_K_4,p_oil_Pa,T_oil_K
89.0,endurance,5005.821721557736,119782.79014163,120000.0,5500.0,0.001220192659299047,0.0012514704121720825,0.0012484528021000335,0.001270100098615106,255.26355062103832,964.8413960923301,966.6541279142839,961.1821399605897,291.2396648244149,429.3865726506862,431.4028146122483,430.2259393613077,527077.648168911,291.2762550612629
90.0,endurance,4995.498497346992,120392.41744913993,120000.0,5500.0,0.0012350413672305262,0.001244032955326197,0.0012488928411560772,0.0012434271275620612,250.5159993147868,966.0966407083232,964.0935192390268,963.267033293569,289.8691778165859,429.13577934940093,431.55771212343035,429.8971340641357,544260.4835916393,290.2641059519462
91.0,endurance,4995.522918297817,119421.62633258679,120000.0,5500.0,0.0012437961633778856,0.0012454779963102457,0.0012578112043214703,0.0012467112603280997,250.25938698588243,964.3635478865673,964.9659579631112,965.3174390930079,287.7020881728793,428.45384026097713,430.83682823814246,428.9434803027761,545314.9615999886,288.34624333834245
92.0,endurance,5003.919647569157,119617.08326851785,120000.0,5500.0,0.0012545473786697635,0.0012630046456533776,0.0012556255688583515,0.0012266156020479923,250.54835669653988,961.5674704798957,964.633558716579,963.9990991508554,285.81548930937095,429.98273865064164,430.2529252939347,430.3243308245755,550880.8612419828,289.86004398912354
93.0,endurance,5001.095980551852,119079.55815817189,120000.0,5500.0,0.0012246310059873596,0.0012324452693407702,0.0012263212214819379,0.0012437716262839972,254.50591339050976,962.4234164299809,962.3218174841716,962.2677697367347,284.15501204081073,429.11908124772503,430.09006670373134,429.96368208858274,544101.5128347982,290.66940769218513
94.0,endurance,5000.180431632989,120073.91258763427,120000.0,5500.0,0.0012627551108898233,0.0012403466772239304,0.0012508098269058462,0.0012415695875437358,251.4856307861389,962.3590651738486,961.6318816163055,963.2953840019442,281.8680084915162,429.23207622190205,430.87448049652994,429.5214474595143,548044.4240514267,290.1641766517055
95.0,endurance,5004.302323824377,119693.72574279459,120000.0,5500.0,0.001242682002042193,0.0012735561246499036,0.0012511149195504243,0.0012532944091507869,252.86012440243462,964.980430714956,960.9402670678747,961.561767697584,281.4311234305645,430.470970078073,429.24036845650744,429.46245336051146,540507.4714588883,289.70494498810575
96.0,endurance,4993.958232687051,119279.29549251297,120000.0,5500.0,0.0012397478311350469,0.0012191904943205337,0.0012286010597641367,0.0012325408634376576,250.2690904309941,963.7218683563225,962.3511139974441,963.0791985978265,278.58746595979113,428.895761181248,430.14903661001546,429.9987342669634,539916.2643670421,290.24125994296855
97.0,endurance,5000.820451439259,120067.46371430474,120000.0,5500.0,0.001260352216125877,0.0012355788273545807,0.0012457467732580232,0.001245762650607069,251.87460523987633,960.8841590769007,964.5938901044826,963.7339670490575,278.3094261400702,429.64610251870704,429.64302224488233,428.7265559322882,543626.5339320044,288.058977482894
98.0,endurance,4999.672682350849,119231.5292030035,120000.0,5500.0,0.0012359887563240233,0.0012492182910071347,0.001237110420353251,0.001234361768228796,253.33396423174293,962.638808441179,962.3597160610768,962.3872113587133,278.49702237882565,430.2693345234984,430.0851026502371,428.41333652005983,545177.9057875808,288.5526956038618
99.0,endurance,5002.120952038452,119414.08893284081,120000.0,5500.0,0.0012644005262926518,0.0012192712122404054,0.0012553168940917735,0.001250089258156928,248.7311615602913,962.6720398629714,966.041123040114,965.4238965647187,274.1226512705074,429.07517453661677,428.421309776864,428.5699582530531,538829.880785204,291.67887571983033
100.0,endurance,5000.3534376809175,119855.61856469873,120000.0,5500.0,0.0012359409651763798,0.0012483560172147279,0.0012486627086490682,0.001228681780438289,255.20639903903296,960.979019543457,962.5899776717833,964.0447774877747,276.35347779400587,429.24532315290145,429.87724862782215,430.8936260113251,545141.2759996401,290.9620877486976
101.0,endurance,5004.865781088322,120097.41440441686,120000.0,5500.0,0.001247897950209483,0.001251444216713142,0.0012397262463968866,0.0012599018471210809,248.29801450108738,961.3014425501682,966.030041508658,963.9966619404253,272.92127809360846,429.96935609516896,430.67798461794035,429.03261969530024,545866.4149688896,289.71346756632755
102.0,endurance,4999.1114704828005,119933.29219940204,120000.0,5500.0,0.001253874438927076,0.0012261923667418579,0.0012355258201617381,0.0012483065314599403,249.83469366808242,959.9838494364643,964.2832649053275,963.1486585267775,272.395967359256,429.73499335560473,428.62063506261245,432.5053006216247,537112.7293820676,289.4013644029044
103.0,endurance,4992.575846132706,119760.41626337939,120000.0,5500.0,0.00125903052986617,0.001240327261894007,0.0012474731045076333,0.001234094094639578,255.89938872914323,963.47376198112,960.6494385506173,964.6859648964528,271.2013288100589,430.1997387625182,429.7319381710889,429.8562333674524,542715.7033890832,288.9311368144657
104.0,endurance,4992.172067951314,120456.12321814698,120000.0,5500.0,0.0012384075603977223,0.001243632246933408,0.0012343313778426202,0.0012149813958957465,249.71839476737793,965.9352854227604,961.5738547861095,962.3787954253952,269.17884378100575,429.06380177985943,429.2186518749161,429.36932446760306,541653.711727838,289.20273349478543
105.0,endurance,4996.7978067836275,119959.93109202567,120000.0,5500.0,0.0012440564960266975,0.0012382852536129809,0.0012616687264381224,0.0012425912695153078,252.5870960901001,961.825003157588,965.1904945547121,961.0886831439233,268.14619076205685,428.61188044423477,430.2058840147598,428.44213506998125,548470.0012087678,289.8073294218719
106.0,endurance,4992.068434835311,119850.26757549646,120000.0,5500.0,0.0012621328692990358,0.0012293286468660495,0.0012237460134691435,0.001246354706567509,254.87013384732145,965.1626798410078,962.4728274064205,963.5049465108318,269.2528294677175,430.758609163209,431.73321112343166,429.4767859726858,548488.1080604786,289.48443724693755
107.0,endurance,5002.586995785891,119497.59903115514,120000.0,5500.0,0.0012305091797780278,0.0012451418543338783,0.0012288620069311632,0.0012509965944003945,251.15547993050524,963.284360416881,962.9623476211779,962.4626127189897,268.26666782503565,430.66372973160543,432.68971094239066,428.39765106397874,543492.2522377298,289.6528527198356
108.0,endurance,4995.075587543409,120107.36837277775,120000.0,5500.0,0.001229086632175199,0.0012390202658164508,0.0012553736501093183,0.0012149126974620387,252.75214255413727,964.0230000901219,961.2148089544273,964.1773056474452,267.7349590795464,429.23561941193486,430.79658802919124,428.2772124883431,545207.4093353045,289.5948701554627
109.0,endurance,4994.36023620301,119875.43028439149,120000.0,5500.0,0.001235656008899802,0.0012501503565159377,0.0012214359239890854,0.0012375741439599067,251.34533846694018,966.274895737111,960.8926897159718,965.2457151833228,264.91127256266543,429.9269419345908,429.4461664517152,429.9592904017217,538458.2073590566,287.8729434742005
110.0,endurance,4991.888987453645,120617.1897453201,120000.0,5500.0,0.001242543206626918,0.001229163121857328,0.0012510416075599189,0.001230620055352575,250.7574472832785,960.6805338239718,965.4598899458116,967.0285372484874,265.0119417787937,429.8593127135995,430.5469639912368,431.68391919779117,529918.0199228718,289.9519881925835
111.0,endurance,5002.777296232583,119214.883741871,120000.0,5500.0,0.001244807758316003,0.00124218702724884,0.001248707724838266,0.0012324972631524817,253.0487617665864,961.8747364235442,964.2965339747003,963.4005308179741,264.9446676064912,428.145758906556,431.20908888668964,430.6699895471667,546272.6770653443,289.1402329683123
112.0,endurance,4997.771231782099,120787.39374481858,120000.0,5500.0,0.0012489338397228638,0.0012291293400899512,0.0012402782784939426,0.0012414624297301788,251.81251131879785,961.1984560462345,965.5963492892688,964.2666642573004,264.51442007682544,427.9920441477955,428.9822882005006,429.5622347225586,546246.2929664581,289.442529879494
113.0,endurance,5005.107943696273,120027.21718550487,120000.0,5500.0,0.0012305852350029758,0.001205179044693576,0.0012252699679847071,0.001221355836075244,251.9333472380054,963.7759683488034,965.8928283416376,963.0890622448153,262.98434073202975,431.93091411129313,429.89059709268844,429.3162971077569,540659.4233215459,288.4728773555533
114.0,endurance,5002.807541113365,120150.01572685875,120000.0,5500.0,0.0012596875457981363,0.0012536593374846226,0.0012507703694704054,0.0012556194488718348,251.69237309400734,962.2478947190209,963.0378352681967,960.6468307508857,263.4590382056033,429.2616938509403,430.26109014147625,429.5786145333146,532497.8711803731,289.8694662879077
115.0,endurance,5006.780562242667,119052.69122295994,120000.0,5500.0,0.0012307318660137328,0.0012403760581729674,0.0012237179798706241,0.0012333697365116234,252.40195995500216,960.525581793612,963.7546238849974,963.9865063046972,261.8228454800183,429.6325276376082,430.6863236020347,429.43158536019166,544289.1420235306,290.4963341100396
116.0,endurance,4998.595618377082,120468.78298920262,120000.0,5500.0,0.001245106121739206,0.0012280428717524263,0.001246834963050084,0.001251099211551079,253.92941349462083,961.9065535671248,964.1159754977907,965.9439755274109,262.8383373653087,430.8058682513833,430.9231755542161,429.58710585079564,545494.6222165574,289.5788028685567
117.0,endurance,5005.191792272622,119940.12743480143,120000.0,5500.0,0.0012337042718451336,0.0012402182572684053,0.0012396435447016953,0.0012452935949047318,253.2792841414468,960.8929427286182,961.9207746652344,963.9448502544583,262.62729100205894,429.7197400756397,432.2688133570075,430.75543493408105,541877.9873759508,290.61180192768654
118.0,endurance,5006.613840566631,120175.82417024295,120000.0,5500.0,0.0012190642136470178,0.0012419499294156959,0.0012413906452894855,0.0012672441435551374,248.7112877867725,966.3549709692612,962.9528526993653,965.1304033091646,261.4255753787295,429.83169939061645,430.7891787684559,429.7430270470635,547639.1467996298,289.8237680198122
119.0,endurance,4997.978537385497,119893.77299928569,120000.0,5500.0,0.0012347256807273056,0.001239485715936046,0.0012578899390043236,0.0012264774893159856,249.0996674596332,963.2580073159802,966.665928028382,965.391826273481,262.6272305122234,430.92120273896904,428.9423359708765,429.7909287264964,529131.1808374744,289.308432269316
120.0,endurance,5003.130243779133,119231.2123171297,120000.0,5500.0,0.0012155565089388297,0.0012250191071181717,0.0012438687810759892,0.001255661441316459,257.62468075400926,966.1887250817659,960.298738447536,958.6926891275485,261.06654704709257,430.74985226011455,428.0740710478558,429.17169271094343,540301.4651746684,289.9765870730918
121.0,endurance,4999.324953506323,120281.6976735571,120000.0,5500.0,0.0012546137579012235,0.0012424055973997532,0.0012508508148040048,0.0012662959247161157,250.46966252918628,961.2941284332492,964.4115547236095,967.101269520717,260.7286978719636,430.8144464357439,429.41488868991496,430.64070535845326,539567.7197414705,290.6466516814827
122.0,endurance,5002.3464682313925,120235.2222780158,120000.0,5500.0,0.001258928583045673,0.0012551230909488501,0.001234469842155152,0.0012529142571132198,249.17558577480747,965.4295019654031,968.9555991429196,964.5223606576295,260.7358116332194,429.8188783662742,430.59025066143954,429.30977350483545,546242.8782464156,289.73854058646697
123.0,endurance,4998.441651322385,120119.51779564892,120000.0,5500.0,0.001241584930646662,0.0012208125594132034,0.001268137284144049,0.001244123787700141,249.25361315116666,965.6745797780782,963.4634557053347,963.9302312415635,260.61423570817334,428.8858121327,426.8373180914679,429.6813457989305,544186.2625587957,291.02798598150963
124.0,endurance,4996.841985162037,119929.28889008277,120000.0,5500.0,0.001247388728432302,0.0012385085553024602,0.0012393384353095286,0.0012455967302777648,250.65858672601456,966.6913655927156,961.6781997822912,963.5946362217271,259.2465248467037,429.0724847801993,430.3153304903157,430.79098988577425,550246.2208435783,290.6051250529601
125.0,endurance,4998.372355959044,120492.54005766424,120000.0,5500.0,0.0012244666355440388,0.0012429919670951324,0.001248857879626909,0.0012493646987685738,250.33291580986375,960.5104863704393,966.8259982472615,962.4764801500378,257.6013883648663,428.52680893986417,429.7779991233959,430.9428441094594,542860.7033559745,291.2037223020353
126.0,endurance,5001.639320903464,120285.83453697953,120000.0,5500.0,0.001254313445261741,0.0012374129381058966,0.0012457354554666063,0.0012372296504097524,251.31073672557338,964.767457794245,961.809718782704,963.6094454842433,258.1337842972113,429.65239599340214,429.2125526336879,430.8325113211264,543148.0196190418,290.05541539414196
127.0,endurance,5008.621573361385,118588.94808694917,120000.0,5500.0,0.0012278804076958781,0.00120767682874488,0.0012415525702616054,0.0012470468218045848,253.80021136193182,963.9177780982958,961.6326791492852,966.8786530331563,258.9071606747999,429.4414341227836,428.57924715998263,430.11908694509873,540097.2503015936,289.4891514136821
128.0,endurance,5001.222006505235,120126.91852724734,120000.0,5500.0,0.001231120585623001,0.0012568437651634306,0.0012288402153218195,0.001227401196111325,253.07496379883972,963.5843162568702,963.4671528114478,962.501920719853,258.3519379709393,429.1173701444203,428.0309770007741,430.41431649515584,537394.602239541,289.69276901541355
129.0,endurance,5003.761071774477,120022.37825076048,120000.0,5500.0,0.001275156592035561,0.001223756505395052,0.0012318298459564106,0.0012422034365761304,255.1488811146155,962.8100327672271,960.4428857389348,965.5915712051778,257.1219060223267,429.4726879132509,430.5518911273665,429.00030011911787,540155.6935096697,290.4000855262303
130.0,endurance,4999.040113190843,120148.85963580638,120000.0,5500.0,0.0012292644694155365,0.0012395247823140372,0.001227445763267426,0.0012216582558209096,255.92748878499535,964.1962113343507,965.1197699526161,961.3498731264294,257.7620473212187,429.4563280642974,428.2406743764861,430.2076579379012,538764.6131207707,289.7019833410324
131.0,endurance,4992.437545428017,120498.71538979349,120000.0,5500.0,0.001250353652465807,0.0012458011651976702,0.0012296482130903467,0.0012342438909501404,254.8521582686628,962.7275361648203,963.8148006995413,963.5623941626051,256.43894168316524,431.1844421063856,427.67631521598537,429.88414326310146,541931.9812357642,288.28618155279713
132.0,endurance,5001.680366185507,120262.1012648498,120000.0,5500.0,0.001241569806670847,0.0012306573058215873,0.0012465125491643789,0.0012547613157753725,252.8505262311241,966.7288041395176,964.9994240485904,964.8203957508366,258.728605878129,428.9993670048222,429.13961036192836,430.17652721247174,544971.2086112383,291.4143526571879
133.0,endurance,5005.754600864079,120090.67046935813,120000.0,5500.0,0.0012436735111814362,0.001237555163107153,0.001236458652286357,0.0012353937276647121,254.22962577519363,962.3546478081237,962.5888413138598,963.619306288453,256.62780408900096,429.4441903822663,427.4918512143223,430.05029111927814,540934.4759134615,290.11655138119716
134.0,endurance,5001.978493026999,119087.53331338239,120000.0,5500.0,0.0012711254571878003,0.001243379612931761,0.001243729672656166,0.001219478834821091,253.78416183533662,964.255471214637,962.7295576955129,963.9628640679757,258.31586182632213,429.43623558849384,428.874812597534,431.1166418036027,544351.4583164011,289.862000729686
135.0,endurance,5012.217625603976,120152.23242806795,120000.0,5500.0,0.001240541369338319,0.001246006275169416,0.0012377219543514726,0.0012453565422901876,252.9904588010795,962.2501663915963,963.0403529187033,964.1760835230629,257.26108968103176,430.37713753669846,430.5780646437263,430.0406095110023,545604.0238265163,289.65181233395367
136.0,endurance,4999.368620703935,120583.3965310413,120000.0,5500.0,0.0012179331090847974,0.0012470048098787235,0.0012816016219458107,0.001219357603701971,255.62687404952078,959.9762540847233,964.2027677271026,966.7145912659246,258.13747122405465,428.83500314175393,428.4367603096964,428.2946266572568,546292.5206750596,289.5769970483022
137.0,endurance,5000.35072109465,120159.87858801114,120000.0,5500.0,0.0012466957380205164,0.0012482170600798049,0.0012430810590652371,0.00122159821464358,255.41192691475484,957.8778219180734,965.8395988186742,962.1596372090814,256.2372061126226,429.17786516394517,429.3295576595223,429.6765472251883,541156.642231024,288.84261380088464
138.0,endurance,5004.446227194571,119729.73908627908,120000.0,5500.0,0.001258024494278806,0.001239457662883067,0.0012325935692049633,0.0012467699159404249,254.25160129698313,961.5001134038258,962.7804513206509,966.2017900046462,255.2668152876204,428.8434054957026,429.8600103507961,428.47859153777654,530213.0576319465,288.26929631525394
139.0,endurance,5002.056673818878,120345.87945899484,120000.0,5500.0,0.0012486869594723854,0.0012461841519966063,0.0012260383569826989,0.0012497439386155715,254.77836436754444,961.9517868615173,965.2324250141106,962.6137936573206,256.3026828331768,430.0619140759618,428.20872388107256,431.16053492531245,538265.8599244196,289.8381767567742
140.0,endurance,4997.7282725158575,120248.8751815046,120000.0,5500.0,0.001246732214130238,0.0012416362388345116,0.0012589199165797293,0.0012448844683209794,251.68221874594263,957.594064874187,962.7902765351784,962.7736314424752,255.0986148284156,428.83647148788026,430.29030838657843,430.7420515019254,552028.4993758177,291.08349303515365
141.0,endurance,4996.667439684985,120148.6714554808,120000.0,5500.0,0.0012244703561074806,0.001250455754559966,0.0012458274751666228,0.0012338118242557726,252.27154954767343,962.8543677317673,962.0822363016284,965.9970762721333,258.9370447859709,430.52153850781264,430.7559981285907,429.85836536554206,540812.3050932985,292.13773918352007
142.0,endurance,4998.383177527371,120219.32169580701,120000.0,5500.0,0.0012399292581691647,0.0012487395732145462,0.001240798673649097,0.0012487709689162933,249.95241940973847,963.1562385786189,966.0989508409607,961.2912314571931,255.0341488294469,431.0694278124101,430.1031668635338,430.76743217638204,531373.434274502,290.08756863430466
143.0,endurance,4993.83041835786,119324.88958282421,120000.0,5500.0,0.0012464973123159071,0.001256087905395575,0.0012228079569311218,0.0012276296779442709,251.3110119780907,963.0984847282123,960.687166101313,967.8763667643524,256.1609872800131,429.33322399673574,429.1736070256362,432.0218468415371,553757.9216921832,289.4453754277971
144.0,endurance,5001.915866337542,120648.58216717353,120000.0,5500.0,0.0012265559399690954,0.0012339774602942333,0.0012580884208815348,0.0012326306426463747,251.59448378680105,960.6282583865441,961.8036741192091,964.7048117820514,254.61552643593072,428.3703951965589,429.0490945678748,431.4584668786401,543347.2217140709,289.3572016240127
145.0,endurance,5000.868436059721,120231.96295879256,120000.0,5500.0,0.0012426163896468816,0.001218554485478982,0.0012448063101305543,0.0012384028025820447,254.12443370702113,960.578935874113,965.4065722402199,962.2986780917339,253.59533242424973,431.0042920862836,429.145985274937,430.0400164180884,541571.2959150566,291.0064070005954
146.0,endurance,5005.589159699752,120563.74440245121,120000.0,5500.0,0.0012498565018252928,0.0012207439702863032,0.001219898106945194,0.0012434066368088143,250.48233738400194,964.2134006544084,963.6080445626002,960.4234091982834,254.1503791952217,428.5125436515159,428.76061457119926,429.4461573850299,545775.5624677719,291.24839354743006
147.0,endurance,4995.0975763579345,119714.95016762019,120000.0,5500.0,0.0012603053934510387,0.0012520477653023305,0.0012437798681281737,0.0012114671210059593,250.36262108107204,963.5876128669531,962.0765540229721,967.2840829500243,255.18202337280366,429.9391471479424,428.5435376306418,428.59922012852746,538969.2416683572,289.2646395379196
148.0,endurance,4998.802314431688,120187.02746280759,120000.0,5500.0,0.0012438097920438639,0.0012533877556943863,0.0012238855174230105,0.0012434725715627349,252.87698508042408,966.4732057994283,962.8242588915774,963.923921323068,254.1685763848085,430.0798227199868,430.0539260551707,429.0176356825267,540112.8877077744,289.86384248872616
149.0,endurance,5002.911353551482,119417.3665385095,120000.0,5500.0,0.001251923928588827,0.001236666249653821,0.0012646482595338416,0.001259151021261251,251.57536739674674,961.999037651633,968.2342686898606,964.5394074553295,255.47554655394836,429.2251009437748,429.52186595810565,430.46729031932574,545447.8700843693,289.06058610590094
150.0,endurance,5006.2698396251135,120154.49462074995,120000.0,5500.0,0.0012289188913777035,0.001253328573826904,0.0012386492907702404,0.0012506710795403503,251.2762476879074,964.00031719363,959.987479431757,964.0226367214229,253.2800208237849,429.8191840989998,427.09292113168493,429.58940937137015,545990.1823147304,290.3878817921642
151.0,endurance,5006.031472171793,119457.08148526488,120000.0,5500.0,0.0012605036942365028,0.001260973791510934,0.0012258085213754126,0.001230885125032455,251.24161906499384,963.2212744145708,963.6427760235456,958.284243122217,255.33109431934537,429.39574628050576,428.62514643864296,430.61165248823954,540593.198400258,291.0433916146867
152.0,endurance,5002.671612189,119836.6191249967,120000.0,5500.0,0.001255511236933822,0.001250920870125431,0.0012345003590718622,0.001220642495315824,251.28808715038952,964.5083335331883,962.7831055544353,966.8216644212139,254.91436839794866,429.8476561732937,430.05816291557744,428.76064216147955,541707.5801405355,289.2280488962787
153.0,endurance,4988.134686529198,119100.72527638469,120000.0,5500.0,0.0012500426249009455,0.0012352577270506508,0.001239283159722543,0.001222319915455926,251.2024960273898,964.8411032672076,963.4567849713943,962.215196193445,256.1183293843514,429.589722569291,429.2975918451525,430.8046038183278,533576.1491171186,290.4501161356903
154.0,endurance,4994.3528832531365,119599.84470745262,120000.0,5500.0,0.001232251474104015,0.0012424229267240358,0.0012421507651282195,0.0012446036744625825,252.80914023184823,966.0876169415259,966.6692300762469,964.6910614692612,255.26760112554607,429.2724477363839,428.5425943401188,430.2469551372663,542504.6229636007,290.75942169429885
155.0,endurance,4990.780765964051,121347.2313240081,120000.0,5500.0,0.0012249259028690943,0.0012412658169780558,0.001253221837387883,0.0012235271247131834,251.27741081260075,959.1944990292768,960.38271292502,959.360371827015,254.54418768542632,429.94932656563316,429.33345877127806,430.92650226865146,549332.8082565962,289.8905951273245
156.0,endurance,4998.876821741671,119860.7971859311,120000.0,5500.0,0.0012351921719605126,0.001257189870770095,0.001243831626089663,0.0012367130049612829,251.93976439923796,964.3707266434114,962.4682828038744,963.9049025696494,254.34189448347183,431.02082789827836,430.8241095955536,428.2291026332652,541544.20952451,290.61738128320206
157.0,endurance,4997.742692837825,120408.65743181393,120000.0,5500.0,0.0012450870203217761,0.0012483055187598755,0.0012401117350800308,0.0012447007344643954,253.45859290009966,960.31485064824,961.432159527539,961.2264492733126,256.01406362553826,429.9632721419296,430.0336743759089,429.83325909558596,539754.4998233188,289.1527509318589
158.0,endurance,5004.286811848708,119813.65951132575,120000.0,5500.0,0.0012606482808299414,0.0012433692555048358,0.0012420722966871853,0.0012381921890829313,252.25967475700023,963.3504398709255,966.3438093257314,967.98049057634,253.10438788281925,429.91830766928643,430.3739021374442,428.75407646575786,539198.2062091292,289.4464984354519
159.0,endurance,4987.937048224217,120330.17954808724,120000.0,5500.0,0.0012403872719572758,0.0012398075662167609,0.001241992414216931,0.0012440819118699825,257.06469456719304,963.6532098250866,964.9655322209279,962.2459250876353,254.56790014368576,429.3498584143553,429.51576431483835,428.7590965390838,538303.343578759,290.368296069412
160.0,endurance,5003.798160572453,120236.79377475934,120000.0,5500.0,0.0012326579991125824,0.0012449662229021908,0.0012094541890666775,0.001252781658320913,252.35002397083323,963.8439469530468,965.6387294445909,962.4562407090186,255.13030782889675,429.2314344563886,430.219487830415,429.2654175918926,543967.1145342289,291.3750739108056
161.0,endurance,4996.834631586943,119703.9130794746,120000.0,5500.0,0.0012370697604628669,0.0012448953818147148,0.001275382102133317,0.001233969659936232,248.3531501425149,962.0109345051012,960.147271321691,962.2027844967157,254.14687597009424,428.7218762962752,429.00070284955234,427.81045169826973,543400.2493273069,289.17828779222975
162.0,endurance,5005.593587625241,120541.90475762368,120000.0,5500.0,0.0012304407670615312,0.0012366586334394026,0.0012419439572231696,0.001250709377447543,249.11145772841041,963.1957097581218,967.0775441268092,963.164114746491,254.31332939100926,429.69350838589196,428.49782563776364,430.64672387569755,543888.9917740405,290.10288230724166
163.0,endurance,5003.841104018996,120414.74787128571,120000.0,5500.0,0.0012178096515929587,0.0012473879574026294,0.001234143476806147,0.0012433934210529566,251.05442651031115,961.6235950789717,965.2713506424441,963.3475132309896,253.77405489582924,429.41487253773613,429.7855076330508,429.6891524270309,530741.0107592162,289.07775466388387
164.0,endurance,4999.080417903341,120401.01055724362,120000.0,5500.0,0.001258505628478634,0.0012299687602354906,0.0012657008455579386,0.0012428088420684,253.50599467382042,962.3316783196007,962.1921617597295,966.2876937799283,253.81867598288287,429.62454482337205,430.8898331957826,431.45710410546144,535215.999152362,289.78825016852414
165.0,endurance,5000.337782769162,120948.94744476865,120000.0,5500.0,0.0012725527915840693,0.0012412801812617873,0.0012465689173657094,0.0012527129699064568,254.88325650526676,962.8118261802979,965.1726074051955,962.0557823885051,251.33993267195356,428.3678803974818,429.96798720686957,430.5390212474591,531526.2099001888,288.1908872009514
166.0,endurance,5000.359089649823,118359.21224487893,120000.0,5500.0,0.0012491488719877657,0.0012550855030022197,0.0012051759549313612,0.0012518275756070638,252.24450089135985,966.3500595148839,964.0756944682173,963.0361465202756,254.13296140274312,430.722715610176,429.9736143580997,429.825166590647,535766.5399384637,290.51567892058995
167.0,endurance,5000.818851649314,120989.21287165131,120000.0,5500.0,0.0012424021397043777,0.001241498071964952,0.0012347999925958132,0.0012516028710538995,252.27076764973276,962.141256210367,966.7686148286862,967.1287297230602,253.54166567867117,428.7728167092767,430.9318860322437,428.9636938204668,557239.7319805064,289.9102570720119
168.0,endurance,5005.565773440523,119423.0631945544,120000.0,5500.0,0.0012422826686362641,0.0012563404085727645,0.0012482094089638315,0.0012360483149637753,257.6258964346204,965.0583020230076,963.1161293188619,962.36233078387,253.69929730562797,431.1651884793229,429.03380571481597,429.8417152945074,538996.0721616277,291.3132933200005
169.0,endurance,4999.949881161214,120509.94860621024,120000.0,5500.0,0.0012498581081559865,0.0012355520364111634,0.001251523611550554,0.001254509260788023,250.40375839091382,964.9952710720289,970.7358055643768,962.9854810247648,254.58308935214944,428.4690939510359,430.2741618614337,429.21964730452015,546987.1018742238,290.00431389101215
170.0,endurance,4994.855320373765,120631.51277609786,120000.0,5500.0,0.0012401107559960973,0.0012301253945990224,0.0012436374669417987,0.0012307332797407602,253.50836767581904,963.4564541696868,962.8377455842258,964.9283454887725,252.62221121693273,430.79180459971246,427.79053131017315,431.4327604753093,544046.6522496858,289.7898449139599
171.0,endurance,4997.0680465075375,120354.14592936017,120000.0,5500.0,0.0012408161722692278,0.0012405864238074823,0.0012557430883447576,0.0012373775991201357,252.23551751750458,964.4525314130829,965.7517354398822,963.2819526359812,254.04178335367797,429.8589702561039,430.5628830072736,431.3182552068261,538410.6688002399,289.9213990686235
172.0,endurance,5000.543161720487,120376.2787982487,120000.0,5500.0,0.0012616379220191842,0.0012426034869227165,0.0012454850522799243,0.0012570138465098294,250.19537934449428,962.0271078045453,962.6721268636398,963.568374271603,254.08369733876447,429.28586057038217,431.5839870563838,429.095108864266,542093.0318646105,291.1529145481598
173.0,endurance,5004.67535364589,120069.0671245657,120000.0,5500.0,0.0012474892015371633,0.0012530428875171036,0.0012425932068391545,0.001250898498004997,250.84133680893692,963.7136103573445,960.2402311781515,961.7565976274541,252.6569601039936,431.0674981158655,429.3294862569846,430.1004169792188,538366.6578746616,289.83418581057276
174.0,endurance,4999.2772495833715,119634.72770485765,120000.0,5500.0,0.0012533708648546896,0.0012216245237421876,0.0012504266751784366,0.0012760074081662903,250.99584508006393,963.593225004152,960.361852489405,963.466827265955,252.00253958085153,430.4121468184587,429.271197231279,427.89211740981705,536317.1362222906,288.3925317022858
175.0,endurance,4999.063265488861,120483.52749551489,120000.0,5500.0,0.0012370545755758906,0.0012271668516016267,0.0012314372385568175,0.0012434252787253601,247.6094060166873,964.6226430337513,964.2474696515753,958.4154108663387,254.89241277951356,428.05503556219907,429.49846722941606,430.91611011921174,534288.2375755232,288.0698229763023
176.0,endurance,4994.547842256332,119471.92899300599,120000.0,5500.0,0.001239706964310594,0.001234786715500891,0.001235128835094501,0.0012352969177965333,252.1099953793106,961.6079530068891,964.0210548597826,963.3458572126076,252.5973286939028,431.5571775765601,428.3979239505117,430.44726990789496,538748.7831717224,290.31038322278215
177.0,endurance,5002.883444761857,120462.00227734601,120000.0,5500.0,0.0012594623611391995,0.0012308146170590018,0.001277720279554249,0.0012466674515200916,250.85062908646398,960.6146932065582,968.1817195993584,966.756665059751,253.62159049422593,430.5005004347233,431.0689716087999,429.8271977026073,540543.9849287546,289.9370075458845
178.0,endurance,5004.65627311882,120048.45881464312,120000.0,5500.0,0.0012262205545525975,0.0012513926016942862,0.0012199303069729817,0.0012323114072767985,255.08561816211625,963.9130452938587,963.9044442277125,963.6444617328427,254.6860629839816,429.68101754034643,427.7387813925716,429.9830146514943,527058.1420802895,287.8787466494846
